uf,ano,cultura,target,target_label,modelo,status,valor_real,valor_predito
AM,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6363.0,207527.51111111112
AM,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,10000.0,219384.02222222224
AP,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,8153.0,14561.127777777778
AP,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,113506.0,141815.15555555557
AP,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1186.0,4360.277777777777
AP,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17956.0,42468.4
BA,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5482476.0,5561496.038888888
BA,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,766772.0,1036312.55
BA,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2450153.0,2682070.322222222
BA,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6839555.0,5036905.3
CE,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,574953.0,1323047.2444444445
CE,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,560249.0,491477.68333333335
CE,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,414411.0,322146.36666666664
CE,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4528.0,25408.383333333335
DF,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17425.0,1180357.3333333333
DF,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,20550.0,127540.86111111111
DF,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,324000.0,520479.72777777776
DF,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,312000.0,407106.40555555554
ES,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2924219.0,2744852.1222222224
ES,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,126760.0,215491.23888888888
ES,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,41670.0,204158.6
ES,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,234990.60555555555
GO,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,72012198.0,73709634.15
GO,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,180820.0,207181.98888888888
GO,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,10750433.0,9638091.683333334
GO,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,13659826.0,10852460.722222222
MA,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2732064.0,2753479.183333333
MA,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,440241.0,1075110.0
MA,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2267556.0,1556943.0111111111
MA,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3240985.0,2388336.427777778
MG,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,69915645.0,78998748.43888889
MG,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,547267.0,569982.2555555556
MG,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6788836.0,7052141.644444444
MG,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6984227.0,5580485.694444444
MS,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,47287616.0,47232334.994444445
MS,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,997672.0,765813.6666666666
MS,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5418082.0,9091358.016666668
MS,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,12226648.0,9235684.833333334
MT,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,19348547.0,21631934.033333335
MT,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,258812.0,292318.6722222222
MT,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,32051305.0,26873825.877777778
MT,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,35336979.0,29374878.661111113
PA,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1028940.0,2136462.8833333333
PA,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4053932.0,2083320.4777777777
PA,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1122835.0,2075015.538888889
PA,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2232499.0,2934883.7444444443
PB,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5630113.0,5834243.794444445
PB,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,131811.0,203967.03333333333
PB,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,48172.0,85343.87777777777
PB,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,215.23888888888888
PE,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,15602250.0,13819992.833333334
PE,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,421311.0,400340.47222222225
PE,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,66281.0,424848.4111111111
PE,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,600.0,635955.9333333333
PI,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1110157.0,1047098.3833333333
PI,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,405718.0,712841.7
PI,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2145035.0,1670072.2388888889
PI,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2713998.0,2182136.355555556
PR,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,37522243.0,41825287.85
PR,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3421367.0,3244398.566666667
PR,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,10528860.0,14772102.055555556
PR,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,19205802.0,17572456.966666665
RJ,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2556322.0,4284564.572222223
RJ,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,158860.0,312048.5333333333
RJ,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,8557.0,128836.07222222222
RJ,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,324.0,139836.1888888889
RN,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4058263.0,3764453.6166666667
RN,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,230030.0,200083.32777777777
RN,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,13345.0,30387.616666666665
RN,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,648.9222222222222
RO,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,24528.0,811939.1277777777
RO,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,417748.0,580131.9166666666
RO,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1232783.0,799358.1722222222
RO,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1352087.0,922533.95
RS,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,590062.0,2427996.605555556
RS,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,842953.0,888971.0944444444
RS,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4389617.0,5444565.027777778
RS,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,20420501.0,11689701.16111111
SC,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,196145.0,1868917.9777777777
SC,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,341727.0,725784.6777777778
SC,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2006694.0,2535891.183333333
SC,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2323735.0,2324499.988888889
SE,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2050654.0,2406075.7555555557
SE,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,135067.0,259254.99444444446
SE,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,741765.0,614341.9777777778
SE,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,37480.794444444444
SP,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,405000643.0,413542995.4
SP,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1456284.0,1384497.7333333334
SP,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3709901.0,4442671.372222222
SP,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4184832.0,3187962.033333333
TO,2021,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2284081.0,2934877.688888889
TO,2021,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,265699.0,712415.6777777778
TO,2021,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1441960.0,1223601.038888889
TO,2021,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3477152.0,2621643.2666666666
AC,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,11896.0,77466.79444444444
AC,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,503862.0,746164.0944444444
AC,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,135276.0,100314.95
AC,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,22667.0,17456.11111111111
AL,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17050772.0,21309625.627777778
AL,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,569894.0,343133.0444444445
AL,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,48055.0,66162.48333333334
AL,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,11242.0,5629.6
AM,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,360899.0,316239.2611111111
AM,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,828114.0,1134030.9444444445
AM,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5593.0,170814.39444444445
AM,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,13740.0,210099.36666666667
AP,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6997.0,13310.505555555555
AP,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,119197.0,181429.40555555557
AP,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2350.0,6778.055555555556
AP,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,18035.0,39962.36111111111
BA,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5208139.0,7803623.005555555
BA,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,815449.0,1136369.6
BA,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2739012.0,2739636.5
BA,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,6958197.0,4813185.094444444
CE,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,522601.0,1229636.2833333334
CE,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,759971.0,611805.3611111111
CE,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,538505.0,471648.27777777775
CE,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,7740.0,41371.82777777778
DF,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,27092.0,225953.05555555556
DF,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,20550.0,43790.40555555555
DF,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,327000.0,467865.4
DF,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,303120.0,249109.73333333334
ES,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3108481.0,2744306.077777778
ES,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,125385.0,164597.92222222223
ES,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,52537.0,80357.64444444445
ES,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,200.0,50718.6
GO,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,73525072.0,71809725.33333333
GO,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,183839.0,267836.2055555555
GO,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,10709893.0,9313071.772222223
GO,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,15216144.0,9968219.066666666
MA,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2827703.0,2567560.3333333335
MA,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,422068.0,1051221.9444444445
MA,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2278917.0,1587374.461111111
MA,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3537377.0,2447061.7333333334
MG,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,73312381.0,78221097.03333333
MG,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,563263.0,582114.2722222222
MG,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,7847614.0,7141022.077777778
MG,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,7639648.0,5368141.594444444
MS,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,40758940.0,46443737.55555555
MS,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,958310.0,794635.4611111111
MS,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,12870873.0,7951252.727777778
MS,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,8538611.0,8090714.572222223
MT,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17345179.0,20952548.96111111
MT,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,270347.0,314293.5055555556
MT,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,38331222.0,23983334.672222223
MT,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,38025387.0,27177586.055555556
PA,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1209679.0,2473980.8444444444
PA,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4157308.0,1903827.9333333333
PA,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1240534.0,2760975.2333333334
PA,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2574954.0,3684814.4777777777
PB,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5762668.0,2673469.9444444445
PB,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,139239.0,339446.2555555556
PB,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,69495.0,404038.7833333333
PB,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,56.0,426769.9944444444
PE,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17380159.0,14583760.233333332
PE,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,358441.0,470093.22222222225
PE,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,68046.0,457559.11666666664
PE,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,472300.8611111111
PI,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1063691.0,1068470.0
PI,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,442256.0,778508.1555555556
PI,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2591483.0,1642607.25
PI,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3077485.0,2050402.1166666667
PR,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,34454276.0,42311887.67222222
PR,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2906538.0,3227186.4
PR,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,15604352.0,14963047.25
PR,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,13454457.0,17604411.23888889
RJ,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2708935.0,3244211.072222222
RJ,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,174875.0,360413.55555555556
RJ,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,10775.0,107075.3
RJ,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,953.0,155974.82777777777
RN,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3342940.0,3721248.533333333
RN,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,220083.0,222391.8777777778
RN,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,28509.0,49329.25555555556
RN,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,872.4
RO,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17807.0,222804.8388888889
RO,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,404950.0,566043.0222222222
RO,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1485546.0,773735.9722222222
RO,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1750249.0,871066.2555555556
RS,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,412963.0,1060369.8055555555
RS,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,661054.0,945168.4666666667
RS,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3001701.0,5752514.316666666
RS,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,9370339.0,12438332.688888889
SC,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,187593.0,1984298.55
SC,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,308649.0,879172.0944444444
SC,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2138770.0,1828858.5777777778
SC,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2159405.0,1637245.3777777778
SE,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2183372.0,2361823.5888888887
SE,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,156980.0,267747.06111111114
SE,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,793896.0,622470.1111111111
SE,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,0.0,16460.81111111111
SP,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,420724619.0,414927796.46666664
SP,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1428113.0,1437895.661111111
SP,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4785141.0,4444383.155555556
SP,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,4478064.0,2959984.355555556
TO,2022,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2534723.0,3012251.45
TO,2022,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,256987.0,645324.1555555556
TO,2022,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,1936933.0,1238607.8777777778
TO,2022,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3785386.0,2516445.1944444445
AC,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,11457.0,70257.22222222222
AC,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,496716.0,752941.3111111111
AC,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,139065.0,93044.61111111111
AC,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,45732.0,42150.85
AL,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,18982924.0,20994717.18888889
AL,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,518234.0,354290.3611111111
AL,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,71427.0,77856.8
AL,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,18289.0,6019.233333333334
AM,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,357257.0,287348.90555555554
AM,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,633017.0,1183163.0444444444
AM,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,8265.0,224394.36111111112
AM,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,23455.0,240772.78333333333
AP,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5315.0,42458.47777777778
AP,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,95110.0,182716.42777777778
AP,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2217.0,11936.18888888889
AP,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,19536.0,46870.572222222225
BA,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,5651267.0,5319312.127777778
BA,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,808028.0,1143046.2777777778
BA,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3097053.0,2645343.566666667
BA,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,7776560.0,4951567.355555556
CE,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,556369.0,1395783.111111111
CE,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,727878.0,506173.2444444444
CE,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,359978.0,407053.27777777775
CE,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,19113.0,34099.01666666667
DF,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17425.0,1368744.6
DF,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,20550.0,180992.51111111112
DF,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,313200.0,628686.8222222222
DF,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,306000.0,566091.05
ES,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3094072.0,2630167.15
ES,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,130750.0,260515.97222222222
ES,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,67475.0,198265.88888888888
ES,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3780.0,224926.90555555557
GO,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,81599588.0,71743258.86666666
GO,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,199465.0,272955.6
GO,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,14460846.0,9707704.377777778
GO,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,17405060.0,10252156.594444444
MA,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2741432.0,2764462.3444444444
MA,2023,Mandioca,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,398360.0,1059575.4555555556
MA,2023,Milho,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,2487084.0,1481170.8111111112
MA,2023,Soja,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,3821792.0,2428862.8333333335
MG,2023,Cana_de_acucar,quantidade_produzida_t,Quantidade produzida,Random Forest tunado,tunado,82544375.0,77655613.1
