codigo_estacao,nome_estacao,estado_uf,latitude,longitude,altitude,data_inicio_operacao,situacao_status,tipo_estacao,entidade_responsavel,eh_capital,codigo_distrito,codigo_oscar,codigo_wsi
A629,CARMO,RJ,-21.9386111,-42.60083333,293,2018-10-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-84824,0-76-0-3301207000000583
A205,CAROLINA,MA,-7.33722221,-47.45972222,182.88,2007-12-03T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81901,0-76-0-2102804000000279
A341,CARUARU,PE,-8.35611111,-36.02833332,837,2007-11-20T21:00:00.000-03:00,Pane,Automatica,INMET,,03,0-2000-0-81956,0-76-0-2604106000000276
A738,CASA BRANCA,SP,-21.78055554,-47.07527777,734.15,2007-06-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86844,0-76-0-3510807000000216
B858,CASCA,RS,-28.56361111,-51.96916666,602,2026-02-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4304903000000668
A742,CASSILANDIA,MS,-19.12249999,-51.72083332,494.72,2008-03-07T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86791,0-76-0-5002902000000308
A202,CASTANHAL,PA,-1.30083333,-47.94805555,47.13,2003-01-23T22:00:00.000-02:00,Operante,Automatica,INMET,N,02,0-2000-0-81682,0-76-0-1502400000000044
A361,CASTELO DO PIAUI,PI,-5.34916666,-41.51222222,268.75,2009-04-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81829,0-76-0-2202604000000445
A819,CASTRO,PR,-24.77999999,-50.04638888,1016,2006-07-08T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86921,0-76-0-4104907000000081
A034,CATALAO,GO,-18.15472222,-47.92749999,900.72,2008-01-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86777,0-76-0-5205109000000286
A237,CAXIAS,MA,-4.82138888,-43.3436111,84.85,2008-07-12T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81792,0-76-0-2103000000000399
B818,CAXIAS DO SUL - AEROPORTO,RS,-29.1961111,-51.18638888,756,2025-08-13T21:00:00.000-03:00,Operante,Automatica,INMET,,08,,0-76-0-4305108000000614
B817,CAXIAS DO SUL - CRIUVA,RS,-28.87416666,-50.97555554,857,2025-07-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4305108000000609
A958,CHAPADA DOS GUIMARAES,MT,-15.46055555,-55.74972221,800,2026-02-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5103007000000663
A548,CHAPADA GAUCHA,MG,-15.30027777,-45.61749999,873.2,2007-06-21T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86719,0-76-0-3116159000000215
A730,CHAPADAO DO SUL,MS,-18.80222222,-52.6025,820.82,2006-12-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86772,0-76-0-5002951000000163
A206,CHAPADINHA,MA,-3.74277777,-43.35222222,104,2008-09-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81749,0-76-0-2103208000000430
A895,CHAPECO,SC,-27.08527777,-52.63583333,679,2019-02-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-84827,0-76-0-4204202000000588
B812,CHARQUEADAS,RS,-29.96555555,-51.62555554,23,2025-04-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4305355000000605
A869,CIDADE GAUCHA,PR,-23.35916666,-52.93194443,365.79,2008-03-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86898,0-76-0-4105607000000314
A876,CLEVELANDIA,PR,-26.41722221,-52.3486111,966.06,2008-05-14T21:00:00.000-03:00,Pane,Automatica,INMET,,08,0-2000-0-86939,0-76-0-4105706000000364
A117,COARI,AM,-4.09749999,-63.14527777,33.84,2008-04-11T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-81770,0-76-0-1301209000000335
A954,COCALINHO,MT,-14.38555555,-51.00972222,252,2025-12-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5103106000000645
A222,COLINAS,MA,-6.03305554,-44.23333333,175.37,2008-06-02T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81866,0-76-0-2103505000000374
A049,COLINAS DO TOCANTINS,TO,-8.09277777,-48.4786111,200,2016-11-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-81939,0-76-0-1705508000000530
A965,COLNIZA,MT,-9.45222222,-59.23527777,140,2026-02-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,
B806,COLOMBO,PR,-25.322464,-49.157733,950,2016-05-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86928,0-76-0-4105805000000516
A963,COMODORO NORTE,MT,-13.63555555,-59.78499999,624,2026-02-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,
A520,CONCEICAO DAS ALAGOAS,MG,-19.98583333,-48.15166666,572.54,2006-07-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86794,0-76-0-3117306000000087
A241,CONCEICAO DO ARAGUAIA,PA,-8.30361111,-49.28277777,175.74,2008-09-03T21:00:00.000-03:00,Pane,Automatica,INMET,,02,0-2000-0-81940,0-76-0-1502707000000419
A431,CONDE,BA,-12.03583333,-37.68388888,31.9,2008-04-06T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86639,0-76-0-2908606000000329
A968,CONFRESA,MT,-10.65416666,-51.55222222,240,2026-03-10T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,,
S722,CORGUINHO (FAZ. MORRO ALEGRE),MS,-19.76111111,-55.32972221,597,2025-06-10T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84851,0-76-0-5003108000000022
A557,CORONEL PACHECO,MG,-21.54666666,-43.26111111,411.14,2012-10-16T21:00:00.000-03:00,Operante,Automatica,INMET,,05,0-2000-0-86822,0-76-0-3119609000000485
A374,CORRENTE,PI,-10.42916666,-45.17305554,452,2018-03-27T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-86617,0-76-0-2202901000000579
A416,CORRENTINA,BA,-13.33249999,-44.61749999,551.71,2007-11-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86671,0-76-0-2909307000000266
A724,CORUMBA,MS,-18.99666666,-57.63749999,111.73,2006-10-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86767,0-76-0-5003207000000126
S726,CORUMBA (ECOA AMOLAR),MS,-18.040824,-57.489877,99,2025-07-25T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84855,0-76-0-5003207000000019
S718,CORUMBA (FAZ. CAMPO ZELIA),MS,-18.6236111,-55.68666666,150,2025-05-19T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84847,0-76-0-5003207000000018
S727,CORUMBA (FAZ. ELDORADO DA FORMOSA),MS,-17.908087,-56.5671,124,2025-07-28T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84856,0-76-0-5003207000000030
S721,CORUMBA (FAZ. SAO CANDIDO),MS,-20.08583333,-57.30611111,108,2025-06-05T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84850,0-76-0-5003207000000021
S725,CORUMBA (FAZ. SAO FRANCISCO),MS,-17.790603,-55.774991,145,2025-06-26T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84854,0-76-0-5003207000000025
S720,CORUMBA (FAZ. XARAES),MS,-19.49444444,-56.95777777,155,2025-05-31T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84849,0-76-0-5003207000000020
A355,CORURIPE,AL,-10.1286111,-36.28638888,82.39,2008-09-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-86619,0-76-0-2702306000000422
A760,COSTA RICA,MS,-18.49277777,-53.17138888,727.34,2012-12-03T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86771,0-76-0-5003256000000490
A919,COTRIGUACU,MT,-9.90638888,-58.57222221,265,2007-05-27T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,0-2000-0-81975,0-76-0-5103379000000199
A720,COXIM,MS,-18.51222222,-54.7361111,251.48,2006-11-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86770,0-76-0-5003306000000136
A342,CRATEUS,CE,-5.18666666,-40.67222221,298.19,2008-12-10T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81830,0-76-0-2304103000000439
A036,CRISTALINA,GO,-16.78499999,-47.61305555,1211.08,2007-12-13T21:00:00.000-03:00,Operante,Automatica,INMET,,10,0-2000-0-86737,0-76-0-5206206000000280
A056,CRISTALINA (FAZENDA SANTA MONICA),GO,-16.39944444,-47.62583332,932,2018-01-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86727,0-76-0-5206206000000570
A853,CRUZ ALTA,RS,-28.60333333,-53.6736111,426.69,2007-05-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86962,0-76-0-4306106000000203
B833,CRUZ ALTA ( CENTRO),RS,-28.62583332,-53.61361111,475,2025-10-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4306106000000630
A406,CRUZ DAS ALMAS,BA,-12.67555554,-39.08944444,219.76,2003-01-18T22:00:00.000-02:00,Operante,Automatica,INMET,N,04,0-2000-0-86657,0-76-0-2909802000000041
A108,CRUZEIRO DO SUL,AC,-7.61055555,-72.6811111,220,2015-05-13T21:00:00.000-03:00,Pane,Automatica,INMET,N,01,0-2000-0-81881,0-76-0-1200203000000498
A901,CUIABA,MT,-15.60694444,-56.06083333,184,2002-12-07T22:00:00.000-02:00,Operante,Automatica,INMET,N,09,0-2000-0-86705,0-76-0-5108402000000028
A448,CURACA,BA,-9.00138888,-39.9125,370,2015-08-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-81984,0-76-0-2909901000000503
A807,CURITIBA,PR,-25.4486111,-49.23055554,922.91,2003-01-27T22:00:00.000-02:00,Operante,Automatica,INMET,N,08,0-2000-0-86933,0-76-0-4106902000000046
A860,CURITIBANOS,SC,-27.2886111,-50.60416666,978.1,2008-02-27T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86956,0-76-0-4204806000000296
A538,CURVELO,MG,-18.74777777,-44.45388888,669.48,2006-12-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86780,0-76-0-3120904000000158
A443,DELFINO,BA,-10.455,-41.20694444,646.24,2008-07-14T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86610,0-76-0-2932457000000401
A849,DIAMANTE DO NORTE,PR,-22.63944444,-52.89027777,368.22,2008-03-05T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86861,0-76-0-4107108000000306
A537,DIAMANTINA,MG,-18.231052,-43.648269,1359.25,2007-06-04T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86781,0-76-0-3121605000000209
A949,DIAMANTINO,MT,-14.37777777,-56.37972221,317,2025-11-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5103502000000640
A038,DIANOPOLIS,TO,-11.59444444,-46.84722221,727.87,2008-08-29T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86632,0-76-0-1707009000000417
B852,DILERMANDO DE AGUIAR,RS,-29.72555554,-54.18805555,143,2026-02-03T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4306379000000661
A848,DIONISIO CERQUEIRA,SC,-26.286562,-53.633114,807.54,2008-05-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86936,0-76-0-4205001000000372
A564,DIVINOPOLIS,MG,-20.17333332,-44.87499999,796,2017-10-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-84821,0-76-0-3122306000000565
A843,DOIS VIZINHOS,PR,-25.69916666,-53.09527777,545.95,2007-03-28T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86927,0-76-0-4107207000000178
A252,DOM ELISEU,PA,-4.28055554,-47.56388888,251,2018-03-07T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81782,0-76-0-1502939000000571
A881,DOM PEDRITO,RS,-31.0025,-54.61805554,150,2010-04-22T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86985,0-76-0-4306601000000458
A536,DORES DO INDAIA,MG,-19.48194443,-45.59388888,721.09,2007-05-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86797,0-76-0-3123205000000205
A721,DOURADOS,MS,-22.19388888,-54.91138888,463.3,2006-10-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86858,0-76-0-5003702000000118
A762,DRACENA,SP,-21.45777777,-51.55222222,383,2016-11-02T21:00:00.000-03:00,Pane,Automatica,INMET,N,07,0-2000-0-84807,0-76-0-3514403000000529
A603,DUQUE DE CAXIAS - XEREM,RJ,-22.58972221,-43.28222221,22,2002-10-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86877,0-76-0-3301702000000022
A631,ECOPORANGA,ES,-18.29138888,-40.73638888,224,2017-03-16T21:00:00.000-03:00,Pane,Automatica,INMET,N,06,0-2000-0-86766,0-76-0-3202108000000541
A029,EDEIA,GO,-17.33694444,-49.91472222,608,2017-08-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86754,0-76-0-5207402000000556
A109,EIRUNEPE,AM,-6.65027777,-69.8686111,121.54,2012-08-30T21:00:00.000-03:00,Pane,Automatica,INMET,N,01,0-2000-0-81843,0-76-0-1301407000000483
A893,ENCRUZILHADA DO SUL,RS,-30.54305555,-52.52472221,427.75,2018-03-14T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86997,0-76-0-4306908000000575
A140,EPITACIOLANDIA,AC,-11.02388888,-68.73527777,224.5,2009-09-24T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-86620,0-76-0-1200252000000455
A828,ERECHIM,RS,-27.65777777,-52.30583333,777.08,2006-11-24T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86954,0-76-0-4307005000000146
B845,ESPERANCA DO SUL,RS,-27.37416666,-53.96916666,409,2025-12-11T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4307450000000651
A970,ESPIGAO DO LESTE,MT,-11.42666666,-52.18583333,380,2026-03-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,
A543,ESPINOSA,MG,-14.91222222,-42.80861111,565.36,2007-11-13T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86695,0-76-0-3124302000000273
A224,ESTREITO,MA,-6.65333333,-47.41833332,182.96,2008-02-26T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81863,0-76-0-2104057000000293
A442,EUCLIDES DA CUNHA,BA,-10.53722221,-38.99666666,431.96,2008-03-30T21:00:00.000-03:00,Operante,Automatica,INMET,,04,0-2000-0-86613,0-76-0-2910701000000326
A217,FAROL de SANTANA,MA,-2.27083332,-43.62416666,9.87,2008-11-27T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81716,0-76-0-2105005000000438
S708,FATIMA DO SUL,MS,-22.30861111,-54.32583332,340,2018-02-27T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84837,0-76-0-5003801000000009
B854,FAXINAL DO SOTURNO,RS,-29.58749999,-53.42749999,70,2026-03-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4308003000000676
A138,FEIJO,AC,-8.14277777,-70.3436111,157.17,2009-09-23T21:00:00.000-03:00,Operante,Automatica,INMET,,01,0-2000-0-81924,0-76-0-1200302000000454
A413,FEIRA DE SANTANA,BA,-12.1961111,-38.96749999,229.64,2007-05-25T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86658,0-76-0-2910800000000195
A951,FELIZ NATAL,MT,-12.39694444,-54.92999999,373,2025-12-11T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5103700000000650
S732,FIGUEIRAO (FAZ. WATERLOO),MS,-18.74532,-53.936083,462,2025-08-15T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84861,0-76-0-5003900000000025
A351,FLORESTA,PE,-8.59888888,-38.58416666,327.42,2008-09-14T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81952,0-76-0-2605707000000429
A535,FLORESTAL,MG,-19.88527777,-44.41694443,753.5,2008-06-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86798,0-76-0-3126000000000392
A311,FLORIANO,PI,-6.76138888,-43.00333333,126.39,2004-11-17T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81868,0-76-0-2203909000000067
A806,FLORIANOPOLIS,SC,-27.6025,-48.61999999,4.87,2003-01-21T22:00:00.000-02:00,Pane,Automatica,INMET,N,08,0-2000-0-86958,0-76-0-4216602000000043
A524,FORMIGA,MG,-20.455,-45.45388888,878.14,2006-08-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86820,0-76-0-3126109000000094
A452,FORMOSA DO RIO PRETO,BA,-11.05222222,-45.20083333,488,2016-06-01T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86623,0-76-0-2911105000000517
A039,FORMOSO DO ARAGUAIA,TO,-11.88749999,-49.60833333,215.2,2008-04-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86629,0-76-0-1708205000000351
A305,FORTALEZA,CE,-3.81583333,-38.53777777,29.55,2003-02-17T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81758,0-76-0-2304400000000057
A846,FOZ DO IGUACU,PR,-25.60194444,-54.48305554,235.09,2008-02-14T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86925,0-76-0-4108304000000288
A708,FRANCA,SP,-20.58444444,-47.38249999,1002.74,2002-12-11T22:00:00.000-02:00,Operante,Automatica,INMET,N,07,0-2000-0-86818,0-76-0-3516200000000031
A854,FREDERICO WESTPHALEN,RS,-27.39555555,-53.42944443,489.42,2007-12-13T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86951,0-76-0-4308508000000281
A046,GAMA (PONTE ALTA),DF,-15.93527777,-48.13749999,990,2014-09-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86717,0-76-0-5300108000000496
A322,GARANHUNS,PE,-8.91083333,-36.49333333,827.78,2007-07-07T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81955,0-76-0-2606002000000222
B834,GARRUCHOS,RS,-28.19694444,-55.62972221,0,2025-10-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4308656000000631
A930,GAUCHA DO NORTE,MT,-13.18472221,-53.2575,375.87,2008-06-03T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86666,0-76-0-5103858000000377
A875,GENERAL CARNEIRO,PR,-26.3986111,-51.35361111,1009.01,2008-04-29T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86941,0-76-0-4108502000000356
A364,GILBUES,PI,-9.87527777,-45.34583333,425.1,2009-05-15T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81986,0-76-0-2204402000000447
A022,GOIANESIA,GO,-15.22027777,-48.98999999,667.01,2007-06-01T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86713,0-76-0-5208608000000206
A002,GOIANIA,GO,-16.64277777,-49.22027777,727.3,2001-05-28T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86734,0-76-0-5208707000000007
A014,GOIAS,GO,-15.93972221,-50.14138888,512.86,2007-07-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86712,0-76-0-5208905000000232
A825,GOIOERE,PR,-24.18388888,-53.04888888,481,2006-10-18T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86917,0-76-0-4108601000000119
A532,GOVERNADOR VALADARES,MG,-18.83027777,-41.97694443,198.24,2007-05-26T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86783,0-76-0-3127701000000197
A207,GRAJAU,MA,-5.81611111,-46.16222222,232.29,2008-09-09T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81823,0-76-0-2104800000000425
A426,GUANAMBI,BA,-14.20805555,-42.74972221,552.23,2008-04-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86694,0-76-0-2911709000000347
A533,GUANHAES,MG,-18.78694444,-42.94305555,852.68,2007-06-01T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-86782,0-76-0-3128006000000207
A314,GUARAMIRANGA,CE,-4.22916666,-38.95888888,865.53,2007-05-25T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81797,0-76-0-2305100000000194
A906,GUARANTA DO NORTE,MT,-9.9525,-54.89777777,283.58,2002-12-19T22:00:00.000-02:00,Pane,Automatica,INMET,N,09,0-2000-0-81979,0-76-0-5104104000000040
A546,GUARDA-MOR,MG,-17.56138888,-47.19916666,997.01,2007-07-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86757,0-76-0-3128600000000225
A932,GUIRATINGA,MT,-16.34166666,-53.76611111,525.43,2008-01-23T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86729,0-76-0-5104203000000282
A019,GURUPI,TO,-11.74499999,-49.05166666,274,2006-12-19T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-86630,0-76-0-1709500000000161
B826,HERVAL,RS,-32.01277777,-53.40305555,331,2025-09-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4307104000000624
A112,HUMAITA,AM,-7.5525,-63.07138888,53.56,2008-04-24T21:00:00.000-03:00,Operante,Automatica,INMET,,01,0-2000-0-81890,0-76-0-1301704000000349
A349,IBIMIRIM,PE,-8.50944444,-37.71166666,434.23,2008-10-13T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81954,0-76-0-2606606000000436
A555,IBIRITE (ROLA MOCA),MG,-20.03138888,-44.01111111,1198.82,2008-06-05T21:00:00.000-03:00,Pane,Automatica,INMET,,05,0-2000-0-86821,0-76-0-3129806000000378
A883,IBIRUBA,RS,-28.65333333,-53.11194444,455.27,2012-12-12T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86974,0-76-0-4310009000000491
A737,IBITINGA,SP,-21.85555555,-48.79972221,496.75,2007-11-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86843,0-76-0-3519600000000267
A439,IBOTIRAMA,BA,-12.19305555,-43.21333333,425.12,2008-04-27T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86653,0-76-0-2913200000000355
A824,ICARAIMA,PR,-23.39027777,-53.63583333,381.29,2006-11-15T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86897,0-76-0-4109906000000139
A712,IGUAPE,SP,-24.67166666,-47.54583333,2.7,2006-07-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86923,0-76-0-3520301000000088
S709,IGUATEMI,MS,-23.64444444,-54.57027777,319,2018-02-18T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84838,0-76-0-5004304000000005
A319,IGUATU,CE,-6.39638888,-39.26888888,221.56,2007-05-29T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81873,0-76-0-2305506000000200
A410,ILHEUS,BA,-14.65888888,-39.18138888,80.21,2003-01-24T22:00:00.000-02:00,Pane,Automatica,INMET,N,04,0-2000-0-86699,0-76-0-2913606000000045
A225,IMPERATRIZ,MA,-5.55583333,-47.45972222,117.96,2008-02-29T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81822,0-76-0-2105302000000299
A823,INACIO MARTINS,PR,-25.56777777,-51.07805554,1208.85,2006-10-15T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86929,0-76-0-4110201000000117
A817,INDAIAL,SC,-26.91361111,-49.26805554,72.24,2006-07-01T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,0-2000-0-86946,0-76-0-4207502000000080
S734,INOCENCIA (FAZ. RECANTO),MS,-19.98796,-52.139617,369,2025-08-22T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84863,0-76-0-5004403000000027
A372,IPANGUACU,RN,-5.53499999,-36.87222221,19,2017-11-07T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81837,0-76-0-2404705000000568
A713,IPERO,SP,-23.4261111,-47.58555555,609.33,2006-08-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86907,0-76-0-3552205000000098
A445,IPIAU,BA,-14.17138888,-39.69249999,132.11,2009-06-29T21:00:00.000-03:00,Pane,Automatica,INMET,,04,0-2000-0-86698,0-76-0-2913903000000452
A028,IPORA,GO,-16.42305554,-51.14888888,610.41,2013-06-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86731,0-76-0-5210208000000493
A424,IRECE,BA,-11.32888888,-41.86444444,768.42,2008-03-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86635,0-76-0-2914604000000325
A451,ITABAIANA,SE,-10.67166666,-37.47138888,213,2017-04-23T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86601,0-76-0-2802908000000544
A417,ITABAIANINHA,SE,-11.27249999,-37.79499999,204.8,2007-05-22T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86638,0-76-0-2803005000000191
A408,ITABERABA,BA,-12.52416666,-40.29972221,250.11,2003-01-28T22:00:00.000-02:00,Operante,Automatica,INMET,N,04,0-2000-0-86656,0-76-0-2914703000000048
A121,ITACOATIARA,AM,-3.13333333,-58.48277777,41.54,2008-04-16T21:00:00.000-03:00,Operante,Automatica,INMET,,01,0-2000-0-81733,0-76-0-1301902000000340
B849,ITACURUBI,RS,-28.69916666,-55.38055554,148,2026-01-20T21:00:00.000-03:00,Pane,Automatica,INMET,N,08,,0-76-0-4310553000000655
A231,ITAITUBA,PA,-4.27694443,-55.99305555,24.46,2008-02-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81778,0-76-0-1503606000000290
A868,ITAJAI,SC,-26.95083333,-48.76194444,9.76,2010-06-23T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86948,0-76-0-4208203000000461
A455,ITAMARAJU,BA,-17.00694444,-39.55805555,110,2016-05-27T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86760,0-76-0-2915601000000514
A950,ITANHANGA,MT,-12.23416666,-56.60222222,350,2025-11-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,0-76-0-5104542000000642
