codigo_estacao,nome_estacao,estado_uf,latitude,longitude,altitude,data_inicio_operacao,situacao_status,tipo_estacao,entidade_responsavel,eh_capital,codigo_distrito,codigo_oscar,codigo_wsi
A321,PATOS,PB,-7.07972221,-37.27277777,263.66,2007-07-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81913,0-76-0-2510808000000235
A562,PATOS DE MINAS,MG,-18.52055554,-46.44055555,950,2017-05-11T21:00:00.000-03:00,Pane,Automatica,INMET,N,05,0-2000-0-84811,0-76-0-3148004000000545
A523,PATROCINIO,MG,-18.99666666,-46.98583333,978.11,2006-08-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86778,0-76-0-3148103000000097
A637,PATY DO ALFERES - AVELAR,RJ,-22.34722221,-43.41777777,508,2022-11-09T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86680,0-76-0-3303856000000600
A330,PAULISTANA,PI,-8.13222221,-41.14305555,376,2007-08-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81950,0-76-0-2207801000000246
A020,PEDRO AFONSO,TO,-8.9686111,-48.17722221,189.71,2007-01-22T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-81941,0-76-0-1716505000000170
S714,PEDRO GOMES,MS,-18.07277777,-54.54888888,251,2018-02-01T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84843,0-76-0-5006408000000003
A018,PEIXE,TO,-12.01527777,-48.54444444,250.87,2006-11-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86649,0-76-0-1716604000000150
A307,PETROLINA,PE,-9.38833333,-40.52333332,372.72,2003-02-20T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81991,0-76-0-2611101000000059
A430,PIATA,BA,-13.15555555,-41.77416666,1283.95,2008-05-02T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86673,0-76-0-2924306000000358
A610,PICO DO COUTO,RJ,-22.46472222,-43.29138888,1777,2006-10-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86876,0-76-0-3303906000000121
A343,PICOS,PI,-7.0711111,-41.40416666,232.91,2008-12-11T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81908,0-76-0-2208007000000440
B823,PINHEIRO MACHADO,RS,-31.57472221,-53.38833333,419,2025-09-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4314506000000623
A726,PIRACICABA,SP,-22.70305555,-47.62333332,566.46,2006-09-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86868,0-76-0-3538709000000110
A371,PIRANHAS,AL,-9.62222221,-37.76722221,187,2017-09-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81980,0-76-0-2707107000000559
A545,PIRAPORA,MG,-17.258064,-44.835556,505.32,2007-07-03T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86759,0-76-0-3151206000000220
A033,PIRES DO RIO,GO,-17.30416666,-48.28416666,757.27,2007-10-11T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86756,0-76-0-5217401000000255
A335,PIRIPIRI,PI,-4.2761111,-41.79444444,157.89,2007-08-30T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81794,0-76-0-2208403000000247
A051,PIUM,TO,-10.47694443,-49.62944443,161,2016-04-05T21:00:00.000-03:00,Pane,Automatica,INMET,N,10,0-2000-0-86603,0-76-0-1717503000000510
A211,PLACAS,PA,-3.86416666,-54.21638888,100.45,2008-02-13T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81737,0-76-0-1505650000000287
A855,PLANALTO,PR,-25.72194443,-53.74805555,399.1,2007-11-06T21:00:00.000-03:00,Operante,Automatica,INMET,,08,0-2000-0-86926,0-76-0-4119806000000265
A419,POCO VERDE,SE,-10.73805555,-38.10833333,367.01,2008-04-02T21:00:00.000-03:00,Pane,Automatica,INMET,,04,0-2000-0-86614,0-76-0-2805505000000327
A966,POCONE,MT,-17.33666666,-56.76999999,100,2026-04-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,
A560,POMPEU,MG,-19.23249999,-44.96416666,705,2015-08-20T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86788,0-76-0-3152006000000504
A703,PONTA PORA,MS,-22.5525,-55.71638888,668,2001-09-06T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86857,0-76-0-5006606000000012
A937,PONTES E LACERDA,MT,-15.32527777,-59.2336111,272.53,2008-01-29T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86702,0-76-0-5106752000000285
A005,PORANGATU,GO,-13.30944444,-49.11749999,365,2001-06-03T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86669,0-76-0-5218003000000581
B825,PORTO ALEGRE - BELEM NOVO,RS,-30.1861111,-51.17833332,3.3,2025-04-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4314902000000606
A801,PORTO ALEGRE - JARDIM BOTANICO,RS,-30.05361111,-51.17472221,41.18,2000-09-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86988,0-76-0-4314902000000005
A245,PORTO DE MOZ,PA,-1.82194443,-52.11166666,19,2022-04-06T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81671,0-76-0-1505908000000599
A960,PORTO ESPERIDIAO,MT,-15.86083333,-58.47222221,159,2026-02-06T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,,
A935,PORTO ESTRELA,MT,-15.32472221,-57.22583332,147.75,2008-05-29T21:00:00.000-03:00,Operante,Automatica,INMET,,09,0-2000-0-86704,0-76-0-5106851000000371
A244,PORTO GRANDE,AP,0.69416666,-51.40388888,84.8,2008-09-16T21:00:00.000-03:00,Operante,Automatica,INMET,,02,0-2000-0-81637,0-76-0-1600535000000431
A723,PORTO MURTINHO,MS,-21.70583333,-57.88666666,78.56,2006-10-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86833,0-76-0-5006903000000122
S719,PORTO MURTINHO (FAZ. SAO LUIS),MS,-20.97305554,-57.40111111,178.1,2025-05-26T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84848,0-76-0-5006903000000019
A427,PORTO SEGURO,BA,-16.38888888,-39.18249999,86.36,2008-07-09T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86745,0-76-0-2925303000000396
A925,PORTO VELHO,RO,-8.7936111,-63.84583333,86.7,2007-07-10T21:00:00.000-03:00,Pane,Automatica,INMET,N,09,0-2000-0-81932,0-76-0-1100205000000227
A136,PORTO WALTER,AC,-8.26722221,-72.74777777,205.35,2009-10-28T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-81921,0-76-0-1200393000000457
B837,PORTO XAVIER,RS,-27.90277777,-55.16722221,0,2025-10-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4315107000000634
A017,POSSE,GO,-14.08916666,-46.36638888,830,2007-04-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-86692,0-76-0-5218300000000181
A747,PRADOPOLIS,SP,-21.33833333,-48.11388888,544,2008-04-21T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86842,0-76-0-3518859000000346
A218,PREGUICAS,MA,-2.59222221,-42.7075,4.62,2008-11-21T21:00:00.000-03:00,Pane,Automatica,INMET,N,02,0-2000-0-81717,0-76-0-2101707000000437
A126,PRESIDENTE FIGUEIREDO,AM,-2.05666666,-60.02583332,60.99,2008-04-18T21:00:00.000-03:00,Pane,Automatica,INMET,,01,0-2000-0-81699,0-76-0-1303536000000343
A622,PRESIDENTE KENNEDY,ES,-21.10083333,-41.03944444,69.12,2008-06-17T21:00:00.000-03:00,Operante,Automatica,INMET,,06,0-2000-0-86853,0-76-0-3204302000000385
A707,PRESIDENTE PRUDENTE,SP,-22.11999999,-51.40861111,431.92,2003-02-03T22:00:00.000-02:00,Operante,Automatica,INMET,N,07,0-2000-0-86863,0-76-0-3541406000000050
A923,PRIMAVERA DO LESTE,MT,-15.57999999,-54.3811111,680,2017-10-25T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,0-2000-0-86700,0-76-0-5107040000000566
A831,QUARAI,RS,-30.3686111,-56.43722221,103,2007-10-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86982,0-76-0-4315305000000257
A436,QUEIMADAS,BA,-10.98472221,-39.61694443,310.11,2008-05-22T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-86612,0-76-0-2925808000000366
A916,QUERENCIA,MT,-12.60305555,-52.1625,355,2007-07-17T21:00:00.000-03:00,Operante,Automatica,INMET,N,09,0-2000-0-86647,0-76-0-5107065000000233
A369,QUIXADA,CE,-4.97888888,-39.05722222,193,2018-03-19T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81799,0-76-0-2311306000000577
A325,QUIXERAMOBIM,CE,-5.17444443,-39.28944444,221.04,2007-07-08T21:00:00.000-03:00,Pane,Automatica,INMET,N,03,0-2000-0-81831,0-76-0-2311405000000223
A718,RANCHARIA,SP,-22.37277777,-50.97472221,398.75,2006-08-31T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86864,0-76-0-3542206000000103
A870,RANCHO QUEIMADO,SC,-27.6786111,-49.04194444,881,2016-05-30T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86959,0-76-0-4214300000000515
A301,RECIFE,PE,-8.01888888,-34.94416666,10,2004-12-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,03,0-2000-0-81958,0-76-0-2611606000000072
A254,REDENCAO,PA,-8.04333333,-50.00694444,199,2019-07-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,02,0-2000-0-81937,0-76-0-1506139000000593
A766,REGISTRO,SP,-24.53305554,-47.86416666,35,2017-02-08T21:00:00.000-03:00,Operante,Automatica,INMET,N,07,0-2000-0-86915,0-76-0-3542602000000538
B860,RELVADO,RS,-29.10444444,-52.05277777,301,2026-02-23T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,,0-76-0-4315453000000670
A423,REMANSO,BA,-9.62555554,-42.07722221,397.4,2008-03-25T21:00:00.000-03:00,Pane,Automatica,INMET,N,04,0-2000-0-81990,0-76-0-2926004000000321
A609,RESENDE,RJ,-22.45138888,-44.44499999,438.83,2006-09-28T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86874,0-76-0-3304201000000114
S715,RIBAS DO RIO PARDO,MS,-20.46666666,-53.76305555,442,2018-01-17T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84844,0-76-0-5007109000000001
S728,RIBAS DO RIO PARDO (FAZ. CAMPO RICO),MS,-21.189845,-53.555382,449,2025-08-02T21:00:00.000-03:00,Operante,Automatica,SEMADESC-MS,N,38,0-2000-0-84857,0-76-0-5007109000000021
A458,RIBEIRA DO AMPARO,BA,-11.05861111,-38.44416666,182,2018-09-19T21:00:00.000-03:00,Operante,Automatica,INMET,N,04,0-2000-0-86640,0-76-0-2926509000000582
A104,RIO BRANCO,AC,-9.95916666,-67.86888888,163,2008-07-10T21:00:00.000-03:00,Operante,Automatica,INMET,N,01,0-2000-0-81965,0-76-0-1200401000000397
A743,RIO BRILHANTE,MS,-21.77499999,-54.52805554,324.31,2008-06-25T21:00:00.000-03:00,Operante,Automatica,INMET,,07,0-2000-0-86836,0-76-0-5007208000000391
A626,RIO CLARO,RJ,-22.653579,-44.040916,516,2016-06-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-84803,0-76-0-3304409000000518
A652,RIO DE JANEIRO - FORTE DE COPACABANA,RJ,-22.98833333,-43.19055555,25.59,2007-05-17T21:00:00.000-03:00,Pane,Automatica,INMET,,06,0-2000-0-86887,0-76-0-3304557000000187
A636,RIO DE JANEIRO - JACAREPAGUA,RJ,-22.93999999,-43.40277777,20,2017-08-09T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-84816,0-76-0-3304557000000553
A621,RIO DE JANEIRO - VILA MILITAR,RJ,-22.86138888,-43.41138888,30.43,2007-04-12T21:00:00.000-03:00,Operante,Automatica,INMET,N,06,0-2000-0-86879,0-76-0-3304557000000179
A602,RIO DE JANEIRO-MARAMBAIA,RJ,-23.05027777,-43.59555555,12,2002-11-07T22:00:00.000-02:00,Operante,Automatica,INMET,N,06,0-2000-0-86914,0-76-0-3304557000000024
A861,RIO DO CAMPO,SC,-26.93749999,-50.14555555,591.67,2008-03-09T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86944,0-76-0-4214508000000312
A802,RIO GRANDE,RS,-32.07888888,-52.16777777,4.92,2001-11-15T22:00:00.000-02:00,Operante,Automatica,INMET,N,08,0-2000-0-86995,0-76-0-4315602000000014
A862,RIO NEGRINHO,SC,-26.2486111,-49.57416666,856,2008-03-21T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86945,0-76-0-4215000000000320
A813,RIO PARDO,RS,-29.87222221,-52.38194443,106.99,2006-09-29T21:00:00.000-03:00,Operante,Automatica,INMET,N,08,0-2000-0-86978,0-76-0-4315701000000115
A551,RIO PARDO DE MINAS,MG,-15.72305554,-42.43583333,850.06,2007-11-16T21:00:00.000-03:00,Operante,Automatica,INMET,N,05,0-2000-0-86721,0-76-0-3155603000000275
A050,RIO SONO,TO,-9.793363,-47.132732,291,2016-08-02T21:00:00.000-03:00,Operante,Automatica,INMET,N,10,0-2000-0-81981,0-76-0-1718758000000523
